Category,pslist.nproc,pslist.nppid,pslist.avg_threads,pslist.nprocs64bit,pslist.avg_handlers,dlllist.ndlls,dlllist.avg_dlls_per_proc,handles.nhandles,handles.avg_handles_per_proc,handles.nport,handles.nfile,handles.nevent,handles.ndesktop,handles.nkey,handles.nthread,handles.ndirectory,handles.nsemaphore,handles.ntimer,handles.nsection,handles.nmutant,ldrmodules.not_in_load,ldrmodules.not_in_init,ldrmodules.not_in_mem,ldrmodules.not_in_load_avg,ldrmodules.not_in_init_avg,ldrmodules.not_in_mem_avg,malfind.ninjections,malfind.commitCharge,malfind.protection,malfind.uniqueInjections,psxview.not_in_pslist,psxview.not_in_eprocess_pool,psxview.not_in_ethread_pool,psxview.not_in_pspcid_list,psxview.not_in_csrss_handles,psxview.not_in_session,psxview.not_in_deskthrd,psxview.not_in_pslist_false_avg,psxview.not_in_eprocess_pool_false_avg,psxview.not_in_ethread_pool_false_avg,psxview.not_in_pspcid_list_false_avg,psxview.not_in_csrss_handles_false_avg,psxview.not_in_session_false_avg,psxview.not_in_deskthrd_false_avg,modules.nmodules,svcscan.nservices,svcscan.kernel_drivers,svcscan.fs_drivers,svcscan.process_services,svcscan.shared_process_services,svcscan.interactive_process_services,svcscan.nactive,callbacks.ncallbacks,callbacks.nanonymous,callbacks.ngeneric
Spyware-180solutions,45,18,9.822222222,0,200.3111111,1716,38.13333333,9015,204.8863636,0,670,3151,47,704,822,109,656,129,196,274,50,92,50,0.028360749,0.052183778,0.028360749,5,16,30,1.25,0,0,1,0,5,2,7,0.0,0.0,0.022222222,0.0,0.111111111,0.044444444,0.155555556,138,389,221,26,24,116,0,122,87,0,8
Spyware-180solutions,45,18,9.466666667,0,197.8888889,1707,37.93333333,8906,202.4090909,0,668,3109,47,704,776,109,653,129,194,274,48,90,48,0.02739726,0.051369863,0.02739726,5,16,30,1.25,0,0,1,0,5,2,7,0.0,0.0,0.022222222,0.0,0.111111111,0.044444444,0.155555556,138,389,221,26,24,116,0,122,87,0,8
Spyware-180solutions,44,18,9.227272727,0,196.7954545,1658,37.68181818,8660,201.3953488,0,665,3030,46,699,729,107,619,126,191,269,48,89,48,0.028235294,0.052352941,0.028235294,5,16,30,1.25,1,0,2,1,6,3,8,0.022222222,0.0,0.044444444,0.022222222,0.133333333,0.066666667,0.177777778,138,389,221,26,24,116,0,122,87,0,8
Spyware-180solutions,43,17,9.418604651,0,198.4186047,1620,37.6744186,8533,203.1666667,0,662,2996,45,694,729,106,611,122,189,262,47,87,47,0.028415961,0.052599758,0.028415961,5,16,30,1.25,2,0,3,2,7,4,9,0.044444444,0.0,0.066666667,0.044444444,0.155555556,0.088888889,0.2,138,389,221,26,24,116,0,121,87,0,8
Spyware-180solutions,42,17,9.404761905,0,201.2380952,1589,37.83333333,8453,206.1707317,0,658,2961,44,713,709,104,611,119,189,255,47,86,47,0.029120198,0.053283767,0.029120198,5,16,30,1.25,2,0,3,2,7,4,9,0.045454545,0.0,0.068181818,0.045454545,0.159090909,0.090909091,0.204545455,138,389,221,26,24,116,0,119,87,0,8
Spyware-180solutions,42,17,9.428571429,0,202.0714286,1598,38.04761905,8488,207.0243902,0,662,2970,44,716,713,104,611,119,190,260,48,87,48,0.029666255,0.053770087,0.029666255,5,16,30,1.25,2,0,3,2,7,4,9,0.045454545,0.0,0.068181818,0.045454545,0.159090909,0.090909091,0.204545455,138,389,221,26,24,116,0,119,87,0,8
Spyware-180solutions,41,17,9.536585366,0,202.3658537,1551,37.82926829,8298,207.45,0,650,2928,43,705,695,98,607,116,174,237,46,84,46,0.029374202,0.053639847,0.029374202,5,16,30,1.25,0,0,1,0,5,2,7,0.0,0.0,0.024390244,0.0,0.12195122,0.048780488,0.170731707,138,389,221,26,24,116,0,119,87,0,8
Spyware-180solutions,41,17,9.512195122,0,202.2195122,1551,37.82926829,8292,207.3,0,647,2930,43,705,696,98,607,116,174,237,46,84,46,0.029392971,0.053674121,0.029392971,5,16,30,1.25,0,0,1,0,5,2,7,0.0,0.0,0.024390244,0.0,0.12195122,0.048780488,0.170731707,138,389,221,26,24,116,0,119,87,0,8
Spyware-180solutions,43,17,10.51162791,0,204.255814,1626,37.81395349,8784,209.1428571,0,669,3055,45,681,841,105,648,120,177,261,48,89,48,0.028708134,0.053229665,0.028708134,3,3,18,1.0,0,0,1,0,5,2,7,0.0,0.0,0.023255814,0.0,0.11627907,0.046511628,0.162790698,138,389,221,26,24,116,0,122,86,0,8
Spyware-180solutions,38,15,9.842105263,0,205.6315789,1459,38.39473684,7814,205.6315789,0,665,2704,40,639,652,94,590,110,138,230,44,81,44,0.029669589,0.054619016,0.029669589,2,2,12,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.105263158,0.052631579,0.157894737,138,389,221,26,24,116,0,119,86,0,8
Spyware-180solutions,44,17,9.886363636,0,201.3409091,1677,38.11363636,8859,201.3409091,0,670,3092,47,695,804,109,651,126,181,269,47,90,47,0.027278003,0.052234475,0.027278003,3,3,18,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.090909091,0.045454545,0.136363636,138,389,221,26,24,116,0,122,86,0,8
Spyware-180solutions,44,17,9.431818182,0,198.8409091,1668,37.90909091,8749,198.8409091,0,670,3047,47,695,750,109,648,126,181,269,46,89,46,0.026853473,0.051955633,0.026853473,3,3,18,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.090909091,0.045454545,0.136363636,138,389,221,26,24,116,0,122,86,0,8
Spyware-180solutions,43,17,9.279069767,0,197.8604651,1619,37.65116279,8508,197.8604651,0,665,2975,46,690,711,107,614,123,178,264,46,88,46,0.027677497,0.052948255,0.027677497,3,3,18,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.093023256,0.046511628,0.139534884,138,389,221,26,24,116,0,122,86,0,8
Spyware-180solutions,42,16,9.357142857,0,198.952381,1579,37.5952381,8356,198.952381,0,664,2929,45,684,697,106,606,118,174,259,45,86,45,0.027829314,0.05318491,0.027829314,3,3,18,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.095238095,0.047619048,0.142857143,138,389,221,26,24,116,0,121,86,0,8
Spyware-180solutions,41,16,9.487804878,0,202.804878,1555,37.92682927,8315,202.804878,0,660,2910,44,704,691,104,606,116,176,254,45,85,45,0.028427037,0.053695515,0.028427037,3,3,18,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.097560976,0.048780488,0.146341463,138,389,221,26,24,116,0,119,86,0,8
Spyware-180solutions,41,16,9.463414634,0,202.5121951,1555,37.92682927,8303,202.5121951,0,659,2907,44,704,691,104,606,116,176,255,45,85,45,0.028535193,0.05389981,0.028535193,3,3,18,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.097560976,0.048780488,0.146341463,138,389,221,26,24,116,0,119,86,0,8
Spyware-180solutions,41,16,9.512195122,0,202.2682927,1555,37.92682927,8293,202.2682927,0,661,2904,44,704,688,104,606,116,176,254,45,85,45,0.028589581,0.054002541,0.028589581,3,3,18,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.097560976,0.048780488,0.146341463,138,389,221,26,24,116,0,119,86,0,8
Spyware-180solutions,38,15,9.657894737,0,201.8684211,1440,37.89473684,7671,201.8684211,0,642,2674,40,624,638,94,578,107,137,225,43,80,43,0.029351536,0.054607509,0.029351536,2,2,12,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.105263158,0.052631579,0.157894737,138,389,221,26,24,116,0,119,86,0,8
Spyware-180solutions,42,16,10.78571429,0,209.1904762,1621,38.5952381,8786,209.1904762,0,667,3058,45,679,840,105,648,120,178,261,51,92,51,0.030520646,0.055056852,0.030520646,4,4,24,1.0,1,0,1,1,5,3,7,0.023255814,0.0,0.023255814,0.023255814,0.11627907,0.069767442,0.162790698,138,389,221,26,24,116,0,122,87,0,8
Spyware-180solutions,38,15,9.736842105,0,203.6842105,1435,37.76315789,7740,203.6842105,0,648,2688,40,622,680,94,580,107,139,225,46,83,46,0.031485284,0.056810404,0.031485284,3,3,18,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.105263158,0.052631579,0.157894737,138,389,221,26,24,116,0,119,87,0,8
Spyware-180solutions,42,16,10.0952381,0,206.3095238,1610,38.33333333,8665,206.3095238,0,667,3023,45,679,789,105,642,120,178,261,51,92,51,0.030722892,0.055421687,0.030722892,4,4,24,1.0,1,0,1,1,5,3,7,0.023255814,0.0,0.023255814,0.023255814,0.11627907,0.069767442,0.162790698,138,389,221,26,24,116,0,122,87,0,8
Spyware-180solutions,44,17,9.568181818,0,200.0909091,1673,38.02272727,8804,200.0909091,0,670,3066,47,693,774,109,651,126,182,269,50,93,50,0.029036005,0.054006969,0.029036005,4,4,24,1.0,1,0,1,1,5,3,7,0.022222222,0.0,0.022222222,0.022222222,0.111111111,0.066666667,0.155555556,138,389,221,26,24,116,0,122,87,0,8
Spyware-180solutions,43,17,9.325581395,0,198.5116279,1615,37.55813953,8536,198.5116279,0,667,2980,46,688,726,107,614,123,179,264,49,91,49,0.029500301,0.054786273,0.029500301,4,4,24,1.0,2,0,2,2,6,4,8,0.044444444,0.0,0.044444444,0.044444444,0.133333333,0.088888889,0.177777778,138,389,221,26,24,116,0,122,87,0,8
Spyware-180solutions,43,17,9.279069767,0,198.4186047,1615,37.55813953,8532,198.4186047,0,667,2976,46,688,725,107,614,123,179,265,49,91,49,0.029589372,0.054951691,0.029589372,4,4,24,1.0,2,0,2,2,6,4,8,0.044444444,0.0,0.044444444,0.044444444,0.133333333,0.088888889,0.177777778,138,389,221,26,24,116,0,122,87,0,8
Spyware-180solutions,42,16,9.238095238,0,197.4285714,1543,36.73809524,8293,202.2682927,0,654,2915,44,695,702,100,608,116,163,241,46,86,46,0.029187817,0.054568528,0.029187817,4,4,24,1.0,3,0,4,3,8,5,10,0.066666667,0.0,0.088888889,0.066666667,0.177777778,0.111111111,0.222222222,138,389,221,26,24,116,0,121,87,0,8
Spyware-180solutions,40,16,9.475,0,204.175,1503,37.575,8167,204.175,0,649,2869,43,691,691,98,604,113,162,232,46,85,46,0.030144168,0.05570118,0.030144168,4,4,24,1.0,2,0,2,2,6,4,8,0.047619048,0.0,0.047619048,0.047619048,0.142857143,0.095238095,0.19047619,138,389,221,26,24,116,0,119,87,0,8
Spyware-180solutions,40,16,9.475,0,204.05,1503,37.575,8162,204.05,0,652,2867,43,691,696,98,604,113,162,232,46,85,46,0.030243261,0.055884287,0.030243261,4,4,24,1.0,2,0,2,2,6,4,8,0.047619048,0.0,0.047619048,0.047619048,0.142857143,0.095238095,0.19047619,138,389,221,26,24,116,0,119,87,0,8
Spyware-180solutions,40,16,9.6,0,204.325,1503,37.575,8173,204.325,0,654,2873,43,691,705,98,604,113,163,232,46,85,46,0.03030303,0.05599473,0.03030303,4,4,24,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.1,0.05,0.15,138,389,221,26,24,116,0,119,87,0,8
Spyware-180solutions,41,17,10.36585366,0,166.902439,1365,33.29268293,6844,171.1,0,630,2068,41,490,730,96,476,100,97,213,38,77,38,0.027123483,0.054960742,0.027123483,72,18585,432,14.4,4,0,5,4,9,6,9,0.088888889,0.0,0.111111111,0.088888889,0.2,0.133333333,0.2,137,385,220,26,23,114,0,115,88,0,8
Spyware-180solutions,40,16,9.775,0,212.925,1569,39.225,8518,218.4102564,0,834,2872,42,682,690,96,686,119,163,245,44,82,44,0.027312228,0.050900062,0.027312228,62,18505,372,12.4,1,0,2,1,6,3,7,0.024390244,0.0,0.048780488,0.024390244,0.146341463,0.073170732,0.170731707,138,389,221,26,24,116,0,118,88,0,8
Spyware-180solutions,45,17,9.488888889,0,154.6,1294,33.17948718,6960,193.3333333,0,887,2039,37,468,731,89,456,98,95,209,49,84,49,0.036594473,0.062733383,0.036594473,56,18454,336,14.0,4,0,7,4,11,6,18,0.081632653,0.0,0.142857143,0.081632653,0.224489796,0.12244898,0.367346939,137,385,220,26,23,114,0,115,88,0,8
Spyware-180solutions,35,14,10.62857143,0,186.7714286,1270,36.28571429,6538,192.2941176,0,774,1959,35,454,624,86,462,98,95,208,36,69,36,0.027607362,0.05291411,0.027607362,57,18458,342,14.25,4,0,5,4,9,6,10,0.102564103,0.0,0.128205128,0.102564103,0.230769231,0.153846154,0.256410256,137,385,220,26,23,114,0,115,88,0,8
Spyware-180solutions,35,14,10.05714286,0,184.0857143,1273,36.37142857,6444,189.5294118,0,775,1930,35,454,573,86,462,98,97,208,37,70,37,0.028287462,0.05351682,0.028287462,61,18504,366,15.25,4,0,5,4,9,6,10,0.102564103,0.0,0.128205128,0.102564103,0.230769231,0.153846154,0.256410256,137,385,220,26,23,114,0,115,88,0,8
Spyware-180solutions,34,14,10.5,0,193.1764706,1268,37.29411765,6569,199.0606061,0,775,2023,34,464,601,84,465,95,98,202,39,71,39,0.029885057,0.05440613,0.029885057,61,18504,366,15.25,3,0,4,3,8,5,9,0.081081081,0.0,0.108108108,0.081081081,0.216216216,0.135135135,0.243243243,137,385,220,26,23,114,0,113,88,0,8
Spyware-180solutions,37,14,10.37837838,0,192.3243243,1384,37.40540541,7117,197.6944444,0,791,2219,37,498,646,90,504,108,111,212,39,75,39,0.027445461,0.052779733,0.027445461,61,18504,366,15.25,1,0,2,1,6,3,8,0.026315789,0.0,0.052631579,0.026315789,0.157894737,0.078947368,0.210526316,138,389,221,26,24,116,0,116,88,0,8
Spyware-180solutions,39,15,10.30769231,0,213.4102564,1505,38.58974359,8324,219.0526316,0,831,2822,41,670,698,94,595,116,159,240,42,79,42,0.027184466,0.051132686,0.027184466,62,18505,372,12.4,1,0,2,1,6,3,7,0.025,0.0,0.05,0.025,0.15,0.075,0.175,138,389,221,26,24,116,0,118,88,0,8
Spyware-180solutions,39,15,10.07692308,0,212.2820513,1505,38.58974359,8280,217.8947368,0,830,2808,41,671,684,94,595,116,159,240,42,79,42,0.027184466,0.051132686,0.027184466,62,18505,372,12.4,1,0,2,1,6,3,7,0.025,0.0,0.05,0.025,0.15,0.075,0.175,138,389,221,26,24,116,0,118,88,0,8
Spyware-180solutions,39,15,9.769230769,0,210.6410256,1505,38.58974359,8216,216.2105263,0,828,2793,41,671,663,94,595,116,159,240,42,79,42,0.027184466,0.051132686,0.027184466,62,18505,372,12.4,1,0,2,1,6,3,7,0.025,0.0,0.05,0.025,0.15,0.075,0.175,138,389,221,26,24,116,0,118,88,0,8
Spyware-180solutions,39,15,11.43589744,0,220.7435897,1563,40.07692308,8609,220.7435897,0,642,3002,42,656,830,99,640,120,177,259,47,85,47,0.02921069,0.052827843,0.02921069,3,3,18,1.0,5,0,5,5,9,7,11,0.113636364,0.0,0.113636364,0.113636364,0.204545455,0.159090909,0.25,138,389,221,26,24,116,0,122,86,0,8
Spyware-180solutions,35,14,10.28571429,0,213.7142857,1378,39.37142857,7480,213.7142857,0,622,2598,37,601,625,89,578,107,134,225,42,76,42,0.029978587,0.054246966,0.029978587,2,2,12,1.0,0,0,0,0,4,2,5,0.0,0.0,0.0,0.0,0.114285714,0.057142857,0.142857143,138,389,221,26,24,116,0,119,86,0,8
Spyware-180solutions,41,16,10.51219512,0,212.0243902,1615,39.3902439,8693,212.0243902,0,647,3041,44,670,797,103,643,126,183,267,47,87,47,0.028296207,0.052378085,0.028296207,3,3,18,1.0,4,0,4,4,8,6,10,0.088888889,0.0,0.088888889,0.088888889,0.177777778,0.133333333,0.222222222,138,389,221,26,24,116,0,122,86,0,8
Spyware-180solutions,41,16,9.902439024,0,208.6585366,1606,39.17073171,8555,208.6585366,0,645,2985,44,670,730,103,640,126,181,267,45,85,45,0.027289266,0.051546392,0.027289266,3,3,18,1.0,4,0,4,4,8,6,10,0.088888889,0.0,0.088888889,0.088888889,0.177777778,0.133333333,0.222222222,138,389,221,26,24,116,0,122,86,0,8
Spyware-180solutions,40,16,9.775,0,208.175,1557,38.925,8327,208.175,0,642,2914,43,665,696,101,606,123,178,262,45,84,45,0.028195489,0.052631579,0.028195489,3,3,18,1.0,5,0,5,5,9,7,11,0.111111111,0.0,0.111111111,0.111111111,0.2,0.155555556,0.244444444,138,389,221,26,24,116,0,122,86,0,8
Spyware-180solutions,39,15,10.0,0,210.6153846,1522,39.02564103,8214,210.6153846,0,639,2885,42,660,692,100,598,119,176,257,44,82,44,0.02833226,0.05280103,0.02833226,3,3,18,1.0,6,0,6,6,10,8,12,0.133333333,0.0,0.133333333,0.133333333,0.222222222,0.177777778,0.266666667,138,389,221,26,24,116,0,121,86,0,8
Spyware-180solutions,38,15,10.02631579,0,214.0789474,1492,39.26315789,8135,214.0789474,0,636,2849,41,679,681,98,598,116,176,252,44,81,44,0.029119788,0.053606883,0.029119788,3,3,18,1.0,7,0,7,7,11,9,13,0.155555556,0.0,0.155555556,0.155555556,0.244444444,0.2,0.288888889,138,389,221,26,24,116,0,119,86,0,8
Spyware-180solutions,37,15,10.18918919,0,215.2162162,1445,39.05405405,7963,215.2162162,0,629,2811,40,668,667,92,594,113,162,230,42,78,42,0.02878684,0.053461275,0.02878684,3,3,18,1.0,3,0,3,3,7,5,9,0.075,0.0,0.075,0.075,0.175,0.125,0.225,138,389,221,26,24,116,0,119,86,0,8
Spyware-180solutions,37,15,10.13513514,0,214.5675676,1445,39.05405405,7939,214.5675676,0,623,2809,40,668,661,92,594,113,161,230,42,78,42,0.028826356,0.05353466,0.028826356,3,3,18,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.108108108,0.054054054,0.162162162,138,389,221,26,24,116,0,119,86,0,8
Spyware-180solutions,35,14,10.22857143,0,214.1142857,1377,39.34285714,7494,214.1142857,0,621,2620,37,599,626,88,570,107,137,223,42,76,42,0.030021444,0.054324518,0.030021444,2,2,12,1.0,2,0,2,2,6,4,8,0.054054054,0.0,0.054054054,0.054054054,0.162162162,0.108108108,0.216216216,138,389,221,26,24,116,0,119,86,0,8
Spyware-180solutions,43,17,10.8372093,0,215.4883721,1704,39.62790698,9266,215.4883721,0,689,3222,46,742,871,107,691,123,187,274,54,96,54,0.030734206,0.054638589,0.030734206,4,4,24,1.0,1,0,1,1,5,3,7,0.022727273,0.0,0.022727273,0.022727273,0.113636364,0.068181818,0.159090909,138,389,221,26,24,116,0,122,86,0,8
Spyware-180solutions,42,17,9.595238095,0,210.0238095,1658,39.47619048,8821,210.0238095,0,688,3073,45,780,721,106,654,119,197,274,56,97,56,0.033293698,0.057669441,0.033293698,4,4,24,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.095238095,0.047619048,0.142857143,138,389,221,26,24,116,0,119,86,0,8
Spyware-180solutions,43,17,10.34883721,0,215.0232558,1718,39.95348837,9246,215.0232558,0,701,3208,46,757,832,107,690,123,198,281,59,101,59,0.033220721,0.056869369,0.033220721,4,4,24,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.093023256,0.046511628,0.139534884,138,389,221,26,24,116,0,122,86,0,8
Spyware-180solutions,45,18,9.844444444,0,208.6444444,1781,39.57777778,9389,208.6444444,0,704,3253,48,771,817,111,699,129,202,289,58,102,58,0.031556039,0.055495103,0.031556039,4,4,24,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.088888889,0.044444444,0.133333333,138,389,221,26,24,116,0,122,86,0,8
Spyware-180solutions,44,18,9.659090909,0,207.0454545,1723,39.15909091,9110,207.0454545,0,699,3171,47,766,774,109,662,126,199,284,57,100,57,0.032058493,0.05624297,0.032058493,4,4,24,1.0,1,0,1,1,5,3,7,0.022222222,0.0,0.022222222,0.022222222,0.111111111,0.066666667,0.155555556,138,389,221,26,24,116,0,122,86,0,8
Spyware-180solutions,44,18,9.545454545,0,206.4090909,1723,39.15909091,9082,206.4090909,0,697,3157,47,766,764,109,662,126,199,285,57,100,57,0.032167043,0.056433409,0.032167043,4,4,24,1.0,1,0,1,1,5,3,7,0.022222222,0.0,0.022222222,0.022222222,0.111111111,0.066666667,0.155555556,138,389,221,26,24,116,0,122,86,0,8
Spyware-180solutions,43,17,9.465116279,0,206.9302326,1685,39.18604651,8898,206.9302326,0,690,3101,46,761,732,108,654,122,197,277,56,98,56,0.032407407,0.056712963,0.032407407,4,4,24,1.0,2,0,2,2,6,4,8,0.044444444,0.0,0.044444444,0.044444444,0.133333333,0.088888889,0.177777778,138,389,221,26,24,116,0,121,86,0,8
Spyware-180solutions,42,17,9.571428571,0,210.1904762,1652,39.33333333,8828,210.1904762,0,686,3071,45,780,726,106,652,119,196,270,56,97,56,0.033254157,0.05760095,0.033254157,4,4,24,1.0,3,0,3,3,7,5,9,0.066666667,0.0,0.066666667,0.066666667,0.155555556,0.111111111,0.2,138,389,221,26,24,116,0,119,86,0,8
Spyware-180solutions,42,17,9.714285714,0,210.7619048,1658,39.47619048,8852,210.7619048,0,689,3075,45,780,731,106,654,119,198,274,56,97,56,0.033214709,0.057532622,0.033214709,4,4,24,1.0,2,0,2,2,6,4,8,0.045454545,0.0,0.045454545,0.045454545,0.136363636,0.090909091,0.181818182,138,389,221,26,24,116,0,119,86,0,8
Spyware-180solutions,42,17,9.714285714,0,210.7142857,1658,39.47619048,8850,210.7142857,0,691,3083,45,780,733,106,654,119,198,275,56,97,56,0.033273916,0.057635175,0.033273916,4,4,24,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.095238095,0.047619048,0.142857143,138,389,221,26,24,116,0,119,86,0,8
Spyware-180solutions,43,17,10.8372093,0,215.2790698,1705,39.65116279,9257,215.2790698,0,689,3219,46,737,871,107,691,123,187,273,54,96,54,0.030716724,0.054607509,0.030716724,4,4,24,1.0,1,0,1,1,5,3,7,0.022727273,0.0,0.022727273,0.022727273,0.113636364,0.068181818,0.159090909,138,389,221,26,24,116,0,122,87,0,8
Spyware-180solutions,39,16,9.717948718,0,208.7179487,1535,39.35897436,8140,208.7179487,0,668,2808,41,697,668,97,631,110,152,242,52,90,52,0.033163265,0.057397959,0.033163265,3,3,18,1.0,0,0,0,0,4,2,5,0.0,0.0,0.0,0.0,0.102564103,0.051282051,0.128205128,138,389,221,26,24,116,0,119,87,0,8
Spyware-180solutions,45,18,10.0,0,208.7333333,1772,39.37777778,9393,208.7333333,0,700,3264,48,766,839,111,696,129,199,284,56,100,56,0.030651341,0.054734537,0.030651341,4,4,24,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.088888889,0.044444444,0.133333333,138,389,221,26,24,116,0,122,87,0,8
Spyware-180solutions,45,18,9.6,0,206.7777778,1763,39.17777778,9305,206.7777778,0,700,3229,48,766,793,111,693,129,199,284,55,99,55,0.030286344,0.054515419,0.030286344,4,4,24,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.088888889,0.044444444,0.133333333,138,389,221,26,24,116,0,122,87,0,8
Spyware-180solutions,44,18,9.477272727,0,206.0227273,1714,38.95454545,9065,206.0227273,0,695,3150,47,761,764,109,659,126,196,279,55,98,55,0.031196824,0.055587067,0.031196824,4,4,24,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.090909091,0.045454545,0.136363636,138,389,221,26,24,116,0,122,87,0,8
Spyware-180solutions,43,17,9.418604651,0,206.3953488,1671,38.86046512,8875,206.3953488,0,690,3093,46,756,738,108,651,122,194,270,54,96,54,0.031578947,0.056140351,0.031578947,4,4,24,1.0,1,0,1,1,5,3,7,0.022727273,0.0,0.022727273,0.022727273,0.113636364,0.068181818,0.159090909,138,389,221,26,24,116,0,121,87,0,8
Spyware-180solutions,42,17,9.523809524,0,208.0952381,1640,39.04761905,8740,208.0952381,0,681,3049,45,752,725,106,645,119,193,265,54,95,54,0.032374101,0.056954436,0.032374101,4,4,24,1.0,2,0,2,2,6,4,8,0.045454545,0.0,0.045454545,0.045454545,0.136363636,0.090909091,0.181818182,138,389,221,26,24,116,0,119,87,0,8
Spyware-180solutions,42,17,9.642857143,0,209.7619048,1649,39.26190476,8810,209.7619048,0,682,3068,45,775,734,106,651,119,194,269,54,95,54,0.032258065,0.056750299,0.032258065,4,4,24,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.095238095,0.047619048,0.142857143,138,389,221,26,24,116,0,119,87,0,8
Spyware-180solutions,42,17,9.619047619,0,209.547619,1649,39.26190476,8801,209.547619,0,684,3070,45,775,730,106,651,119,194,270,54,95,54,0.032296651,0.056818182,0.032296651,4,4,24,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.095238095,0.047619048,0.142857143,138,389,221,26,24,116,0,119,87,0,8
Spyware-180solutions,42,17,9.428571429,0,208.5952381,1649,39.26190476,8761,208.5952381,0,684,3052,45,775,712,106,651,119,195,269,54,95,54,0.032296651,0.056818182,0.032296651,4,4,24,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.095238095,0.047619048,0.142857143,138,389,221,26,24,116,0,119,87,0,8
Spyware-180solutions,42,16,10.76190476,0,209.2142857,1621,38.5952381,8787,209.2142857,0,667,3057,45,679,839,105,648,120,178,261,51,92,51,0.030520646,0.055056852,0.030520646,4,4,24,1.0,1,0,1,1,5,3,7,0.023255814,0.0,0.023255814,0.023255814,0.11627907,0.069767442,0.162790698,138,389,221,26,24,116,0,122,86,0,8
Spyware-180solutions,40,16,9.525,0,204.125,1504,37.6,8165,204.125,0,653,2868,43,691,705,98,602,113,162,232,46,85,46,0.03030303,0.05599473,0.03030303,4,4,24,1.0,1,0,1,1,5,3,7,0.024390244,0.0,0.024390244,0.024390244,0.12195122,0.073170732,0.170731707,138,389,221,26,24,116,0,119,86,0,8
Spyware-180solutions,42,16,10.07142857,0,206.1666667,1610,38.33333333,8659,206.1666667,0,667,3018,45,679,783,105,642,120,178,261,51,92,51,0.030722892,0.055421687,0.030722892,4,4,24,1.0,1,0,1,1,5,3,7,0.023255814,0.0,0.023255814,0.023255814,0.11627907,0.069767442,0.162790698,138,389,221,26,24,116,0,122,86,0,8
Spyware-180solutions,44,17,9.568181818,0,200.1590909,1673,38.02272727,8807,200.1590909,0,670,3064,47,693,774,109,651,126,182,269,50,93,50,0.029036005,0.054006969,0.029036005,4,4,24,1.0,1,0,1,1,5,3,7,0.022222222,0.0,0.022222222,0.022222222,0.111111111,0.066666667,0.155555556,138,389,221,26,24,116,0,122,86,0,8
Spyware-180solutions,43,17,9.325581395,0,198.6046512,1615,37.55813953,8540,198.6046512,0,667,2981,46,688,727,107,614,123,179,264,49,91,49,0.029500301,0.054786273,0.029500301,4,4,24,1.0,2,0,2,2,6,4,8,0.044444444,0.0,0.044444444,0.044444444,0.133333333,0.088888889,0.177777778,138,389,221,26,24,116,0,122,86,0,8
Spyware-180solutions,43,17,9.279069767,0,198.3953488,1615,37.55813953,8531,198.3953488,0,668,2973,46,688,723,107,614,123,179,264,49,91,49,0.029589372,0.054951691,0.029589372,4,4,24,1.0,2,0,2,2,6,4,8,0.044444444,0.0,0.044444444,0.044444444,0.133333333,0.088888889,0.177777778,138,389,221,26,24,116,0,122,86,0,8
Spyware-180solutions,42,16,9.404761905,0,200.0952381,1580,37.61904762,8404,200.0952381,0,664,2937,45,683,718,106,606,119,177,259,48,89,48,0.029721362,0.055108359,0.029721362,4,4,24,1.0,4,0,4,4,8,6,10,0.086956522,0.0,0.086956522,0.086956522,0.173913043,0.130434783,0.217391304,138,389,221,26,24,116,0,121,86,0,8
Spyware-180solutions,41,16,9.463414634,0,203.6097561,1551,37.82926829,8348,203.6097561,0,660,2911,44,702,712,104,606,116,177,255,48,88,48,0.030456853,0.055837563,0.030456853,4,4,24,1.0,2,0,2,2,6,4,8,0.046511628,0.0,0.046511628,0.046511628,0.139534884,0.093023256,0.186046512,138,389,221,26,24,116,0,119,86,0,8
